code,name,status,open,high,low,close,hit_buy,touch_sl,reach_tg,ret,exit_price,note,open2,high2,low2,close2
000039,中集集团,未触发,8.9,9.09,8.74,8.8,未触发(高开0%),-,-,-,,,,,,
300618,寒锐钴业,OK,36.07,36.5,35.35,35.64,开盘买入@36.07,是,否,-1.83%,35.41,2026-08-17止损卖@35.41,35.67,36.53,35.26,36.46
