code,name,status,open,high,low,close,open2,high2,low2,close2,hit_buy,touch_sl,reach_tg,ret,exit_price,note
600531,豫光金铅,OK,13.75,13.96,13.16,13.17,13.11,13.27,12.81,13.05,开盘买入@13.75,是,否,-4.65%,13.11,2026-08-14止损卖@13.11
002153,石基信息,未触发,8.65,9.1,8.37,8.38,,,,,未触发(高开0%),-,-,-,,
