code,name,status,open,high,low,close,open2,high2,low2,close2,hit_buy,touch_sl,reach_tg,ret,exit_price,note
002181,粤 传 媒,OK,9.88,9.98,9.35,9.46,,,,,开盘买入@9.88,是,否,-4.25%,,2026-09-10(持仓中)
600596,新安股份,未触发,12.26,12.94,12.01,12.62,,,,,未触发(高开1%),-,-,-,,
600589,大位科技,破位回避,8.23,8.79,8.23,8.66,,,,,回避(开盘破位),-,-,-,,
600776,东方通信,OK,13.33,14.66,13.3,14.03,,,,,开盘买入@13.33,否,是,+5.25%,,2026-09-10(持仓中)
300917,特发服务,OK,29.11,29.53,28.14,28.58,,,,,开盘买入@29.11,是,否,-1.82%,,2026-09-10(持仓中)
